,game_id,datetime,year,month,home,homescore,away,awayscore,ref,attendance,score_deficit,totals
474,2011-04-25LeedsCrusaders,2011-04-25,2011,Apr,Leeds,34,Crusaders,16,J. Child,14165.0,18,50
475,2011-04-25Hull KRLondon,2011-04-25,2011,Apr,Hull KR,37,London,24,R. Silverwood,7139.0,13,61
476,2011-04-25CatalansBradford,2011-04-25,2011,Apr,Catalans,8,Bradford,8,S. Ganson,9496.0,0,16
477,2011-04-25Wakefield TrinityWigan,2011-04-25,2011,Apr,Wakefield Trinity,0,Wigan,26,R. Hicks,8163.0,-26,26
478,2011-04-26HuddersfieldSalford,2011-04-26,2011,Apr,Huddersfield,52,Salford,22,T. Alibert,6042.0,30,74
479,2011-04-29CastlefordLeeds,2011-04-29,2011,Apr,Castleford,6,Leeds,48,R. Silverwood,9860.0,-42,54
480,2011-04-30CatalansHuddersfield,2011-04-30,2011,Apr,Catalans,13,Huddersfield,12,B. Thaler,7825.0,1,25
481,2011-04-30LondonSalford,2011-04-30,2011,Apr,London,16,Salford,34,R. Hicks,1957.0,-18,50
482,2011-05-01BradfordWarrington,2011-05-01,2011,May,Bradford,14,Warrington,58,T. Alibert,14134.0,-44,72
483,2011-05-01Wakefield TrinityHull KR,2011-05-01,2011,May,Wakefield Trinity,26,Hull KR,24,P. Bentham,7283.0,2,50
484,2011-05-01CrusadersWigan,2011-05-01,2011,May,Crusaders,16,Wigan,48,J. Child,5037.0,-32,64
485,2011-05-02Hull FCSt Helens,2011-05-02,2011,May,Hull FC,24,St Helens,24,S. Ganson,11933.0,0,48
486,2011-05-13CrusadersWakefield,2011-05-13,2011,May,Crusaders,23,Wakefield,10,P. Bentham,3241.0,13,33
487,2011-05-13WarringtonCastleford,2011-05-13,2011,May,Warrington,62,Castleford,0,S. Ganson,9958.0,62,62
488,2011-05-13LeedsCatalans,2011-05-13,2011,May,Leeds,30,Catalans,6,R. Hicks,13273.0,24,36
489,2011-05-13SalfordHull FC,2011-05-13,2011,May,Salford,16,Hull FC,32,B. Thaler,3983.0,-16,48
490,2011-05-13WiganLondon,2011-05-13,2011,May,Wigan,54,London,6,J. Child,12813.0,48,60
491,2011-05-14HuddersfieldSt Helens,2011-05-14,2011,May,Huddersfield,40,St Helens,18,T. Alibert,7843.0,22,58
492,2011-05-15Hull KRBradford,2011-05-15,2011,May,Hull KR,46,Bradford,18,R. Silverwood,7923.0,28,64
493,2011-05-27LeedsWarrington,2011-05-27,2011,May,Leeds,6,Warrington,42,J. Child,17276.0,-36,48
494,2011-05-27St HelensCrusaders,2011-05-27,2011,May,St Helens,28,Crusaders,12,B. Thaler,6752.0,16,40
495,2011-05-29CastlefordLondon,2011-05-29,2011,May,Castleford,56,London,24,R. Hicks,7072.0,32,80
496,2011-05-29Hull FCHuddersfield,2011-05-29,2011,May,Hull FC,20,Huddersfield,34,T. Alibert,11274.0,-14,54
497,2011-05-29Wakefield TrinityCatalans,2011-05-29,2011,May,Wakefield Trinity,22,Catalans,42,T. Roby,4561.0,-20,64
498,2011-05-29BradfordSalford,2011-05-29,2011,May,Bradford,28,Salford,14,R. Silverwood,4487.0,14,42
499,2011-05-30WiganHull KR,2011-05-30,2011,May,Wigan,40,Hull KR,6,P. Bentham,14779.0,34,46
500,2011-06-03SalfordWakefield,2011-06-03,2011,Jun,Salford,34,Wakefield,12,J. Child,3213.0,22,46
501,2011-06-03St HelensLeeds,2011-06-03,2011,Jun,St Helens,42,Leeds,16,P. Bentham,9062.0,26,58
502,2011-06-03CrusadersWarrington,2011-06-03,2011,Jun,Crusaders,16,Warrington,56,R. Hicks,4907.0,-40,72
503,2011-06-04LondonBradford,2011-06-04,2011,Jun,London,16,Bradford,30,T. Alibert,4253.0,-14,46
504,2011-06-04CatalansWigan,2011-06-04,2011,Jun,Catalans,20,Wigan,12,R. Silverwood,9372.0,8,32
505,2011-06-05Hull KRHull FC,2011-06-05,2011,Jun,Hull KR,17,Hull FC,10,S. Ganson,10250.0,7,27
506,2011-06-05HuddersfieldCastleford,2011-06-05,2011,Jun,Huddersfield,40,Castleford,18,B. Thaler,5237.0,22,58
507,2011-06-11CatalansCrusaders,2011-06-11,2011,Jun,Catalans,31,Crusaders,18,S. Ganson,7125.0,13,49
508,2011-06-12Hull FCLondon,2011-06-12,2011,Jun,Hull FC,38,London,6,R. Silverwood,11139.0,32,44
509,2011-06-12Wakefield TrinityHuddersfield,2011-06-12,2011,Jun,Wakefield Trinity,13,Huddersfield,10,T. Alibert,5436.0,3,23
510,2011-06-12LeedsHull KR,2011-06-12,2011,Jun,Leeds,44,Hull KR,14,R. Hicks,13669.0,30,58
511,2011-06-12CastlefordWigan,2011-06-12,2011,Jun,Castleford,22,Wigan,22,P. Bentham,7263.0,0,44
512,2011-06-12BradfordSt Helens,2011-06-12,2011,Jun,Bradford,14,St Helens,14,J. Child,13224.0,0,28
513,2011-06-12WarringtonSalford,2011-06-12,2011,Jun,Warrington,16,Salford,18,B. Thaler,10339.0,-2,34
514,2011-06-17St HelensWigan,2011-06-17,2011,Jun,St Helens,10,Wigan,32,T. Alibert,11540.0,-22,42
515,2011-06-17SalfordCastleford,2011-06-17,2011,Jun,Salford,8,Castleford,15,P. Bentham,3587.0,-7,23
516,2011-06-17CrusadersLeeds,2011-06-17,2011,Jun,Crusaders,7,Leeds,12,B. Thaler,3035.0,-5,19
517,2011-06-18HuddersfieldCatalans,2011-06-18,2011,Jun,Huddersfield,28,Catalans,20,R. Silverwood,5132.0,8,48
518,2011-06-18LondonWakefield,2011-06-18,2011,Jun,London,40,Wakefield,22,R. Hicks,2875.0,18,62
519,2011-06-19Hull KRWarrington,2011-06-19,2011,Jun,Hull KR,16,Warrington,46,S. Ganson,8143.0,-30,62
520,2011-06-19BradfordHull FC,2011-06-19,2011,Jun,Bradford,14,Hull FC,28,P. Bentham,14414.0,-14,42
521,2011-06-24CrusadersSalford,2011-06-24,2011,Jun,Crusaders,18,Salford,22,R. Hicks,2576.0,-4,40
522,2011-06-24WarringtonSt Helens,2011-06-24,2011,Jun,Warrington,35,St Helens,28,R. Silverwood,13257.0,7,63
523,2011-06-24LeedsBradford,2011-06-24,2011,Jun,Leeds,12,Bradford,18,S. Ganson,18095.0,-6,30
524,2011-06-25WiganHuddersfield,2011-06-25,2011,Jun,Wigan,46,Huddersfield,12,P. Bentham,19169.0,34,58
525,2011-06-25CatalansCastleford,2011-06-25,2011,Jun,Catalans,54,Castleford,20,T. Alibert,8695.0,34,74
526,2011-06-25LondonHull KR,2011-06-25,2011,Jun,London,0,Hull KR,34,B. Thaler,2927.0,-34,34
527,2011-06-26Wakefield TrinityHull FC,2011-06-26,2011,Jun,Wakefield Trinity,18,Hull FC,52,J. Child,7965.0,-34,70
528,2011-07-01SalfordLondon,2011-07-01,2011,Jul,Salford,26,London,18,R. Silverwood,3065.0,8,44
529,2011-07-01St HelensHull FC,2011-07-01,2011,Jul,St Helens,28,Hull FC,14,B. Thaler,7053.0,14,42
530,2011-07-01WiganLeeds,2011-07-01,2011,Jul,Wigan,26,Leeds,24,T. Alibert,16426.0,2,50
531,2011-07-01CastlefordWarrington,2011-07-01,2011,Jul,Castleford,18,Warrington,48,J. Child,5947.0,-30,66
532,2011-07-02BradfordCatalans,2011-07-02,2011,Jul,Bradford,28,Catalans,34,P. Bentham,12670.0,-6,62
533,2011-07-03Hull KRWakefield,2011-07-03,2011,Jul,Hull KR,70,Wakefield,14,R. Hicks,8025.0,56,84
534,2011-07-03HuddersfieldCrusaders,2011-07-03,2011,Jul,Huddersfield,40,Crusaders,12,S. Ganson,4892.0,28,52
535,2011-07-06WiganCastleford,2011-07-06,2011,Jul,Wigan,26,Castleford,16,S. Ganson,13096.0,10,42
536,2011-07-08WarringtonHuddersfield,2011-07-08,2011,Jul,Warrington,28,Huddersfield,16,B. Thaler,10283.0,12,44
537,2011-07-08Hull FCSalford,2011-07-08,2011,Jul,Hull FC,52,Salford,16,P. Bentham,11699.0,36,68
538,2011-07-09LondonWigan,2011-07-09,2011,Jul,London,6,Wigan,38,R. Hicks,4423.0,-32,44
539,2011-07-09CrusadersHull KR,2011-07-09,2011,Jul,Crusaders,10,Hull KR,38,T. Alibert,2820.0,-28,48
540,2011-07-10Wakefield TrinitySt Helens,2011-07-10,2011,Jul,Wakefield Trinity,6,St Helens,46,S. Ganson,5985.0,-40,52
541,2011-07-10CastlefordBradford,2011-07-10,2011,Jul,Castleford,34,Bradford,30,R. Silverwood,7004.0,4,64
542,2011-07-10CatalansLeeds,2011-07-10,2011,Jul,Catalans,38,Leeds,18,J. Child,10688.0,20,56
543,2011-07-15WiganWakefield,2011-07-15,2011,Jul,Wigan,48,Wakefield,6,T. Alibert,13095.0,42,54
544,2011-07-15St HelensCatalans,2011-07-15,2011,Jul,St Helens,40,Catalans,18,P. Bentham,7076.0,22,58
545,2011-07-15LeedsHull FC,2011-07-15,2011,Jul,Leeds,20,Hull FC,0,R. Silverwood,14809.0,20,20
546,2011-07-16LondonWarrington,2011-07-16,2011,Jul,London,24,Warrington,54,S. Ganson,3842.0,-30,78
547,2011-07-16CrusadersCastleford,2011-07-16,2011,Jul,Crusaders,20,Castleford,26,B. Thaler,3055.0,-6,46
548,2011-07-17Hull KRSalford,2011-07-17,2011,Jul,Hull KR,21,Salford,8,T. Roby,7834.0,13,29
549,2011-07-17BradfordHuddersfield,2011-07-17,2011,Jul,Bradford,36,Huddersfield,0,J. Child,14047.0,36,36
550,2011-07-29SalfordLeeds,2011-07-29,2011,Jul,Salford,22,Leeds,30,R. Silverwood,4024.0,-8,52
551,2011-07-29Hull FCWigan,2011-07-29,2011,Jul,Hull FC,16,Wigan,30,B. Thaler,11729.0,-14,46
552,2011-07-30HuddersfieldHull KR,2011-07-30,2011,Jul,Huddersfield,46,Hull KR,26,T. Alibert,6464.0,20,72
553,2011-07-30CatalansLondon,2011-07-30,2011,Jul,Catalans,48,London,22,J. Child,8471.0,26,70
554,2011-07-31Wakefield TrinityCrusaders,2011-07-31,2011,Jul,Wakefield Trinity,6,Crusaders,40,P. Bentham,6428.0,-34,46
555,2011-07-31CastlefordSt Helens,2011-07-31,2011,Jul,Castleford,26,St Helens,46,R. Hicks,6802.0,-20,72
556,2011-07-31WarringtonBradford,2011-07-31,2011,Jul,Warrington,64,Bradford,6,S. Ganson,10641.0,58,70
557,2011-08-12CrusadersLondon,2011-08-12,2011,Aug,Crusaders,31,London,12,R. Silverwood,2259.0,19,43
558,2011-08-12St HelensHuddersfield,2011-08-12,2011,Aug,St Helens,19,Huddersfield,6,P. Bentham,6421.0,13,25
559,2011-08-12Hull FCCatalans,2011-08-12,2011,Aug,Hull FC,40,Catalans,8,S. Ganson,10739.0,32,48
560,2011-08-12LeedsCastleford,2011-08-12,2011,Aug,Leeds,56,Castleford,0,T. Alibert,15156.0,56,56
561,2011-08-14WarringtonWakefield,2011-08-14,2011,Aug,Warrington,66,Wakefield,12,B. Thaler,10296.0,54,78
562,2011-08-14WiganSalford,2011-08-14,2011,Aug,Wigan,52,Salford,18,R. Hicks,13607.0,34,70
563,2011-08-14BradfordHull KR,2011-08-14,2011,Aug,Bradford,8,Hull KR,34,J. Child,13441.0,-26,42
564,2011-08-19WiganBradford,2011-08-19,2011,Aug,Wigan,60,Bradford,12,B. Thaler,13940.0,48,72
565,2011-08-19SalfordHuddersfield,2011-08-19,2011,Aug,Salford,24,Huddersfield,18,J. Child,3458.0,6,42
566,2011-08-20LondonLeeds,2011-08-20,2011,Aug,London,32,Leeds,22,R. Hicks,3241.0,10,54
567,2011-08-20Wakefield TrinityCastleford,2011-08-20,2011,Aug,Wakefield Trinity,30,Castleford,34,R. Silverwood,6784.0,-4,64
568,2011-08-20CatalansWarrington,2011-08-20,2011,Aug,Catalans,12,Warrington,25,T. Alibert,9495.0,-13,37
569,2011-08-21Hull KRSt Helens,2011-08-21,2011,Aug,Hull KR,24,St Helens,22,S. Ganson,8356.0,2,46
570,2011-08-21CrusadersHull FC,2011-08-21,2011,Aug,Crusaders,18,Hull FC,58,P. Bentham,3827.0,-40,76
571,2011-09-02St HelensSalford,2011-09-02,2011,Sep,St Helens,31,Salford,6,P. Bentham,7377.0,25,37
572,2011-09-02LeedsWakefield,2011-09-02,2011,Sep,Leeds,64,Wakefield,20,B. Thaler,15511.0,44,84
573,2011-09-03CastlefordHull FC,2011-09-03,2011,Sep,Castleford,18,Hull FC,50,S. Ganson,7866.0,-32,68
574,2011-09-03CatalansHull KR,2011-09-03,2011,Sep,Catalans,28,Hull KR,30,J. Child,8252.0,-2,58
575,2011-09-04BradfordCrusaders,2011-09-04,2011,Sep,Bradford,48,Crusaders,24,R. Hicks,12998.0,24,72
576,2011-09-04HuddersfieldLondon,2011-09-04,2011,Sep,Huddersfield,50,London,12,T. Alibert,5220.0,38,62
577,2011-09-04WarringtonWigan,2011-09-04,2011,Sep,Warrington,39,Wigan,12,R. Silverwood,13024.0,27,51
578,2011-09-09WiganCrusaders,2011-09-09,2011,Sep,Wigan,42,Crusaders,10,R. Hicks,19104.0,32,52
579,2011-09-09Wakefield TrinityBradford,2011-09-09,2011,Sep,Wakefield Trinity,26,Bradford,14,P. Bentham,6486.0,12,40
580,2011-09-09Hull FCWarrington,2011-09-09,2011,Sep,Hull FC,12,Warrington,34,S. Ganson,10845.0,-22,46
581,2011-09-10Hull KRCastleford,2011-09-10,2011,Sep,Hull KR,26,Castleford,24,R. Silverwood,8936.0,2,50
582,2011-09-10LondonSt Helens,2011-09-10,2011,Sep,London,16,St Helens,34,T. Roby,3546.0,-18,50
583,2011-09-11SalfordCatalans,2011-09-11,2011,Sep,Salford,18,Catalans,44,T. Alibert,10146.0,-26,62
584,2011-09-11HuddersfieldLeeds,2011-09-11,2011,Sep,Huddersfield,24,Leeds,31,J. Child,10428.0,-7,55
585,2011-09-16WarringtonHuddersfield,2011-09-16,2011,Sep,Warrington,47,Huddersfield,0,S. Ganson,10006.0,47,47
586,2011-09-17CatalansHull KR,2011-09-17,2011,Sep,Catalans,56,Hull KR,6,"J. Child, R. Hicks",8413.0,50,62
587,2011-09-18WiganSt Helens,2011-09-18,2011,Sep,Wigan,18,St Helens,26,P. Bentham,12893.0,-8,44
588,2011-09-18LeedsHull FC,2011-09-18,2011,Sep,Leeds,42,Hull FC,10,B. Thaler,9075.0,32,52
589,2011-09-23HuddersfieldLeeds,2011-09-23,2011,Sep,Huddersfield,28,Leeds,34,P. Bentham,7872.0,-6,62
590,2011-09-25WiganCatalans,2011-09-25,2011,Sep,Wigan,44,Catalans,0,P. Bentham,6790.0,44,44
591,2011-09-30WarringtonLeeds,2011-09-30,2011,Sep,Warrington,24,Leeds,26,S. Ganson,12074.0,-2,50
592,2011-10-01St HelensWigan,2011-10-01,2011,Oct,St Helens,26,Wigan,18,P. Bentham,9421.0,8,44
593,2011-10-08St HelensLeeds,2011-10-08,2011,Oct,St Helens,16,Leeds,32,P. Bentham,69107.0,-16,48
594,2012-02-03LeedsHull KR,2012-02-03,2012,Feb,Leeds,34,Hull KR,16,P. Bentham,15343.0,18,50
595,2012-02-03WidnesWakefield,2012-02-03,2012,Feb,Widnes,14,Wakefield,32,B. Thaler,8120.0,-18,46
596,2012-02-04LondonSt Helens,2012-02-04,2012,Feb,London,24,St Helens,34,R. Hicks,4924.0,-10,58
597,2012-02-04SalfordCastleford,2012-02-04,2012,Feb,Salford,10,Castleford,24,T. Alibert,5242.0,-14,34
598,2012-02-05BradfordCatalans,2012-02-05,2012,Feb,Bradford,12,Catalans,34,J. Child,10610.0,-22,46
599,2012-02-05Hull FCWarrington,2012-02-05,2012,Feb,Hull FC,20,Warrington,20,S. Ganson,12710.0,0,40
600,2012-02-05WiganHuddersfield,2012-02-05,2012,Feb,Wigan,16,Huddersfield,20,R. Silverwood,16771.0,-4,36
601,2012-02-10St HelensSalford,2012-02-10,2012,Feb,St Helens,38,Salford,10,R. Silverwood,15547.0,28,48
602,2012-02-11WiganLeeds,2012-02-11,2012,Feb,Wigan,20,Leeds,6,T. Alibert,15370.0,14,26
603,2012-02-12CastlefordBradford,2012-02-12,2012,Feb,Castleford,12,Bradford,20,B. Thaler,8054.0,-8,32
604,2012-02-12Wakefield TrinityHull KR,2012-02-12,2012,Feb,Wakefield Trinity,10,Hull KR,22,R. Hicks,8612.0,-12,32
605,2012-02-12HuddersfieldWidnes,2012-02-12,2012,Feb,Huddersfield,66,Widnes,6,S. Ganson,8869.0,60,72
606,2012-02-12WarringtonLondon,2012-02-12,2012,Feb,Warrington,50,London,10,J. Child,10834.0,40,60
607,2012-02-18HuddersfieldWarrington,2012-02-18,2012,Feb,Huddersfield,22,Warrington,32,P. Bentham,8184.0,-10,54
608,2012-02-18CatalansCastleford,2012-02-18,2012,Feb,Catalans,28,Castleford,20,T. Roby,7488.0,8,48
609,2012-02-19BradfordWigan,2012-02-19,2012,Feb,Bradford,16,Wigan,54,S. Ganson,12909.0,-38,70
610,2012-02-19Hull KRSt Helens,2012-02-19,2012,Feb,Hull KR,36,St Helens,36,B. Thaler,7610.0,0,72
611,2012-02-19WidnesSalford,2012-02-19,2012,Feb,Widnes,18,Salford,38,J. Child,5053.0,-20,56
612,2012-02-19Hull FCLondon,2012-02-19,2012,Feb,Hull FC,22,London,14,R. Silverwood,10096.0,8,36
613,2012-02-24St HelensCatalans,2012-02-24,2012,Feb,St Helens,32,Catalans,34,J. Child,13108.0,-2,66
614,2012-02-24SalfordHull FC,2012-02-24,2012,Feb,Salford,24,Hull FC,22,P. Bentham,5186.0,2,46
615,2012-02-25Wakefield TrinityBradford,2012-02-25,2012,Feb,Wakefield Trinity,18,Bradford,36,B. Thaler,6934.0,-18,54
616,2012-02-26CastlefordWigan,2012-02-26,2012,Feb,Castleford,4,Wigan,46,T. Alibert,8156.0,-42,50
617,2012-02-26WarringtonHull KR,2012-02-26,2012,Feb,Warrington,42,Hull KR,10,R. Silverwood,11916.0,32,52
618,2012-02-26WidnesLeeds,2012-02-26,2012,Feb,Widnes,16,Leeds,44,S. Ganson,6046.0,-28,60
619,2012-02-26LondonHuddersfield,2012-02-26,2012,Feb,London,16,Huddersfield,30,T. Roby,1970.0,-14,46
620,2012-03-02CastlefordLeeds,2012-03-02,2012,Mar,Castleford,14,Leeds,36,J. Child,9237.0,-22,50
621,2012-03-02SalfordLondon,2012-03-02,2012,Mar,Salford,44,London,12,B. Thaler,5250.0,32,56
622,2012-03-03BradfordWarrington,2012-03-03,2012,Mar,Bradford,10,Warrington,23,T. Alibert,11318.0,-13,33
623,2012-03-04Hull KRWidnes,2012-03-04,2012,Mar,Hull KR,36,Widnes,0,T. Roby,7423.0,36,36
624,2012-03-04WiganCatalans,2012-03-04,2012,Mar,Wigan,36,Catalans,12,R. Silverwood,14464.0,24,48
625,2012-03-04Hull FCWakefield,2012-03-04,2012,Mar,Hull FC,14,Wakefield,10,S. Ganson,11105.0,4,24
626,2012-03-04HuddersfieldSt Helens,2012-03-04,2012,Mar,Huddersfield,17,St Helens,16,P. Bentham,9194.0,1,33
627,2012-03-09LeedsWarrington,2012-03-09,2012,Mar,Leeds,26,Warrington,18,R. Silverwood,17120.0,8,44
628,2012-03-09St HelensHull FC,2012-03-09,2012,Mar,St Helens,10,Hull FC,22,B. Thaler,14875.0,-12,32
629,2012-03-10CatalansSalford,2012-03-10,2012,Mar,Catalans,40,Salford,18,T. Alibert,8158.0,22,58
630,2012-03-10Hull KRBradford,2012-03-10,2012,Mar,Hull KR,24,Bradford,36,S. Ganson,7486.0,-12,60
631,2012-03-10LondonCastleford,2012-03-10,2012,Mar,London,42,Castleford,16,P. Bentham,2381.0,26,58
632,2012-03-11Wakefield TrinityHuddersfield,2012-03-11,2012,Mar,Wakefield Trinity,14,Huddersfield,32,J. Child,8794.0,-18,46
633,2012-03-11WidnesWigan,2012-03-11,2012,Mar,Widnes,37,Wigan,36,R. Hicks,7357.0,1,73
634,2012-03-16HuddersfieldCastleford,2012-03-16,2012,Mar,Huddersfield,42,Castleford,4,S. Ganson,6928.0,38,46
635,2012-03-16SalfordLeeds,2012-03-16,2012,Mar,Salford,16,Leeds,56,R. Hicks,6891.0,-40,72
636,2012-03-17BradfordSt Helens,2012-03-17,2012,Mar,Bradford,12,St Helens,8,R. Silverwood,11360.0,4,20
637,2012-03-17CatalansHull KR,2012-03-17,2012,Mar,Catalans,20,Hull KR,12,B. Thaler,7337.0,8,32
638,2012-03-18Hull FCWidnes,2012-03-18,2012,Mar,Hull FC,58,Widnes,10,P. Bentham,10705.0,48,68
639,2012-03-18WarringtonWakefield,2012-03-18,2012,Mar,Warrington,32,Wakefield,30,T. Alibert,10686.0,2,62
640,2012-03-18WiganLondon,2012-03-18,2012,Mar,Wigan,42,London,30,J. Child,12608.0,12,72
641,2012-03-23WiganWarrington,2012-03-23,2012,Mar,Wigan,20,Warrington,22,R. Silverwood,21267.0,-2,42
642,2012-03-25St HelensLeeds,2012-03-25,2012,Mar,St Helens,46,Leeds,6,R. Silverwood,15199.0,40,52
643,2012-03-25CastlefordHull FC,2012-03-25,2012,Mar,Castleford,28,Hull FC,42,M. Thomason,9050.0,-14,70
644,2012-03-25Wakefield TrinityCatalans,2012-03-25,2012,Mar,Wakefield Trinity,32,Catalans,22,R. Hicks,7254.0,10,54
645,2012-03-25Hull KRHuddersfield,2012-03-25,2012,Mar,Hull KR,40,Huddersfield,22,S. Ganson,7616.0,18,62
646,2012-03-25WidnesLondon,2012-03-25,2012,Mar,Widnes,38,London,30,R. Silverwood,5635.0,8,68
647,2012-03-25BradfordSalford,2012-03-25,2012,Mar,Bradford,18,Salford,38,B. Thaler,11290.0,-20,56
648,2012-03-30Hull FCBradford,2012-03-30,2012,Mar,Hull FC,24,Bradford,18,T. Alibert,11673.0,6,42
649,2012-03-30WarringtonSt Helens,2012-03-30,2012,Mar,Warrington,16,St Helens,28,B. Thaler,15000.0,-12,44
650,2012-03-30SalfordWigan,2012-03-30,2012,Mar,Salford,20,Wigan,40,J. Child,6774.0,-20,60
651,2012-03-30LeedsHuddersfield,2012-03-30,2012,Mar,Leeds,12,Huddersfield,22,R. Silverwood,15408.0,-10,34
652,2012-03-30CastlefordHull KR,2012-03-30,2012,Mar,Castleford,34,Hull KR,30,R. Hicks,6396.0,4,64
653,2012-03-31CatalansWidnes,2012-03-31,2012,Mar,Catalans,76,Widnes,6,P. Bentham,9156.0,70,82
654,2012-03-31LondonWakefield,2012-03-31,2012,Mar,London,36,Wakefield,0,S. Ganson,2268.0,36,36
655,2012-04-05LondonCatalans,2012-04-05,2012,Apr,London,18,Catalans,36,T. Alibert,1829.0,-18,54
656,2012-04-05WarringtonWidnes,2012-04-05,2012,Apr,Warrington,46,Widnes,12,J. Child,12042.0,34,58
657,2012-04-06Hull FCHull KR,2012-04-06,2012,Apr,Hull FC,36,Hull KR,6,R. Silverwood,18979.0,30,42
658,2012-04-06St HelensWigan,2012-04-06,2012,Apr,St Helens,10,Wigan,28,P. Bentham,17980.0,-18,38
659,2012-04-06BradfordLeeds,2012-04-06,2012,Apr,Bradford,12,Leeds,4,B. Thaler,20851.0,8,16
660,2012-04-06HuddersfieldSalford,2012-04-06,2012,Apr,Huddersfield,36,Salford,10,R. Hicks,6988.0,26,46
661,2012-04-06Wakefield TrinityCastleford,2012-04-06,2012,Apr,Wakefield Trinity,16,Castleford,34,S. Ganson,9786.0,-18,50
662,2012-04-09WidnesBradford,2012-04-09,2012,Apr,Widnes,4,Bradford,38,P. Bentham,5687.0,-34,42
663,2012-04-09WiganWakefield,2012-04-09,2012,Apr,Wigan,36,Wakefield,6,B. Thaler,13609.0,30,42
664,2012-04-09CatalansWarrington,2012-04-09,2012,Apr,Catalans,44,Warrington,16,S. Ganson,11500.0,28,60
665,2012-04-09SalfordHull KR,2012-04-09,2012,Apr,Salford,10,Hull KR,18,T. Alibert,5000.0,-8,28
666,2012-04-09CastlefordSt Helens,2012-04-09,2012,Apr,Castleford,12,St Helens,18,R. Silverwood,6492.0,-6,30
667,2012-04-09LeedsLondon,2012-04-09,2012,Apr,Leeds,52,London,10,R. Hicks,13109.0,42,62
668,2012-04-09HuddersfieldHull FC,2012-04-09,2012,Apr,Huddersfield,22,Hull FC,4,J. Child,9950.0,18,26
669,2012-04-20St HelensWidnes,2012-04-20,2012,Apr,St Helens,62,Widnes,0,T. Roby,14253.0,62,62
670,2012-04-20LeedsCatalans,2012-04-20,2012,Apr,Leeds,34,Catalans,18,B. Thaler,13282.0,16,52
671,2012-04-21Wakefield TrinitySalford,2012-04-21,2012,Apr,Wakefield Trinity,26,Salford,22,P. Bentham,6748.0,4,48
672,2012-04-22Hull FCWigan,2012-04-22,2012,Apr,Hull FC,12,Wigan,56,S. Ganson,11549.0,-44,68
673,2012-04-22Hull KRLondon,2012-04-22,2012,Apr,Hull KR,44,London,16,J. Child,6713.0,28,60
674,2012-04-22BradfordHuddersfield,2012-04-22,2012,Apr,Bradford,6,Huddersfield,20,T. Alibert,11182.0,-14,26
675,2012-04-22WarringtonCastleford,2012-04-22,2012,Apr,Warrington,54,Castleford,6,R. Hicks,10590.0,48,60
676,2012-05-04WiganHull KR,2012-05-04,2012,May,Wigan,36,Hull KR,22,P. Bentham,14457.0,14,58
677,2012-05-04St HelensWakefield,2012-05-04,2012,May,St Helens,38,Wakefield,12,T. Alibert,13177.0,26,50
678,2012-05-05CatalansHuddersfield,2012-05-05,2012,May,Catalans,27,Huddersfield,20,R. Silverwood,10684.0,7,47
679,2012-05-05Hull FCLeeds,2012-05-05,2012,May,Hull FC,34,Leeds,20,J. Child,11677.0,14,54
680,2012-05-05WarringtonSalford,2012-05-05,2012,May,Warrington,24,Salford,20,B. Thaler,10437.0,4,44
681,2012-05-06LondonBradford,2012-05-06,2012,May,London,22,Bradford,29,R. Hicks,2844.0,-7,51
682,2012-05-07CastlefordWidnes,2012-05-07,2012,May,Castleford,36,Widnes,12,S. Ganson,5580.0,24,48
683,2012-05-18HuddersfieldWigan,2012-05-18,2012,May,Huddersfield,12,Wigan,32,B. Thaler,10123.0,-20,44
684,2012-05-18SalfordBradford,2012-05-18,2012,May,Salford,20,Bradford,20,R. Silverwood,6829.0,0,40
685,2012-05-20WidnesCatalans,2012-05-20,2012,May,Widnes,34,Catalans,42,R. Hicks,4684.0,-8,76
686,2012-05-20LondonHull FC,2012-05-20,2012,May,London,12,Hull FC,14,T. Alibert,3930.0,-2,26
687,2012-05-20Wakefield TrinityWarrington,2012-05-20,2012,May,Wakefield Trinity,12,Warrington,42,T. Roby,8483.0,-30,54
688,2012-05-20Hull KRCastleford,2012-05-20,2012,May,Hull KR,70,Castleford,12,J. Child,7312.0,58,82
689,2012-05-21LeedsSt Helens,2012-05-21,2012,May,Leeds,18,St Helens,31,S. Ganson,15343.0,-13,49
690,2012-05-26CastlefordWakefield,2012-05-26,2012,May,Castleford,26,Wakefield,32,R. Hicks,30763.0,-6,58
691,2012-05-26Hull FCHull KR,2012-05-26,2012,May,Hull FC,30,Hull KR,32,S. Ganson,30763.0,-2,62
692,2012-05-26WarringtonWidnes,2012-05-26,2012,May,Warrington,68,Widnes,4,G. Stokes,30763.0,64,72
693,2012-05-27HuddersfieldSalford,2012-05-27,2012,May,Huddersfield,34,Salford,38,T. Roby,32953.0,-4,72
694,2012-05-27BradfordLeeds,2012-05-27,2012,May,Bradford,22,Leeds,37,T. Alibert,32953.0,-15,59
695,2012-05-27St HelensWigan,2012-05-27,2012,May,St Helens,16,Wigan,42,B. Thaler,32953.0,-26,58
696,2012-05-27CatalansLondon,2012-05-27,2012,May,Catalans,42,London,18,J. Child,32953.0,24,60
697,2012-06-01LeedsWigan,2012-06-01,2012,Jun,Leeds,8,Wigan,50,J. Child,16113.0,-42,58
