,game_id,datetime,year,month,home,homescore,away,awayscore,ref,attendance,score_deficit,totals
1755,2019-02-01HuddersfieldSalford,2019-02-01,2019,Feb,Huddersfield,14,Salford,34,L. Moore,5387.0,-20,48
1756,2019-02-02WarringtonLeeds,2019-02-02,2019,Feb,Warrington,26,Leeds,6,C. Kendall,13098.0,20,32
1757,2019-02-03LondonWakefield,2019-02-03,2019,Feb,London,42,Wakefield,24,T. Grant,2149.0,18,66
1758,2019-02-07Hull FCCastleford,2019-02-07,2019,Feb,Hull FC,18,Castleford,26,C. Kendall,11244.0,-8,44
1759,2019-02-08WiganLeeds,2019-02-08,2019,Feb,Wigan,34,Leeds,16,B. Thaler,11032.0,18,50
1760,2019-02-09CatalansHuddersfield,2019-02-09,2019,Feb,Catalans,27,Huddersfield,10,T. Grant,9211.0,17,37
1761,2019-02-09WarringtonHull KR,2019-02-09,2019,Feb,Warrington,28,Hull KR,14,L. Moore,10515.0,14,42
1762,2019-02-10Wakefield TrinitySt Helens,2019-02-10,2019,Feb,Wakefield Trinity,18,St Helens,24,R. Hicks,5678.0,-6,42
1763,2019-02-10SalfordLondon,2019-02-10,2019,Feb,Salford,24,London,0,J. Child,3236.0,24,24
1764,2019-02-17Hull KRLondon,2019-02-17,2019,Feb,Hull KR,22,London,12,S. Mikalauskas,7210.0,10,34
1765,2019-02-17SalfordLeeds,2019-02-17,2019,Feb,Salford,14,Leeds,46,J. Child,4385.0,-32,60
1766,2019-02-21Wakefield TrinityCatalans,2019-02-21,2019,Feb,Wakefield Trinity,22,Catalans,12,C. Kendall,4639.0,10,34
1767,2019-02-22St HelensLeeds,2019-02-22,2019,Feb,St Helens,27,Leeds,22,R. Hicks,11318.0,5,49
1768,2019-02-22HuddersfieldWarrington,2019-02-22,2019,Feb,Huddersfield,20,Warrington,32,J. Child,6076.0,-12,52
1769,2019-02-23Hull KRSalford,2019-02-23,2019,Feb,Hull KR,22,Salford,24,L. Moore,7065.0,-2,46
1770,2019-02-23LondonCastleford,2019-02-23,2019,Feb,London,6,Castleford,40,S. Mikalauskas,2051.0,-34,46
1771,2019-02-24WiganHull FC,2019-02-24,2019,Feb,Wigan,22,Hull FC,23,B. Thaler,10971.0,-1,45
1772,2019-02-28SalfordSt Helens,2019-02-28,2019,Feb,Salford,4,St Helens,26,B. Thaler,4064.0,-22,30
1773,2019-03-01LeedsWakefield,2019-03-01,2019,Mar,Leeds,18,Wakefield,35,C. Kendall,13148.0,-17,53
1774,2019-03-01CastlefordHull KR,2019-03-01,2019,Mar,Castleford,32,Hull KR,16,G. Hewer,8770.0,16,48
1775,2019-03-02CatalansWarrington,2019-03-02,2019,Mar,Catalans,23,Warrington,22,R. Hicks,8158.0,1,45
1776,2019-03-03LondonWigan,2019-03-03,2019,Mar,London,18,Wigan,16,T. Grant,2586.0,2,34
1777,2019-03-03HuddersfieldHull FC,2019-03-03,2019,Mar,Huddersfield,8,Hull FC,28,S. Mikalauskas,6390.0,-20,36
1778,2019-03-07WarringtonCastleford,2019-03-07,2019,Mar,Warrington,24,Castleford,10,C. Kendall,9321.0,14,34
1779,2019-03-08Hull FCLeeds,2019-03-08,2019,Mar,Hull FC,34,Leeds,10,B. Thaler,12208.0,24,44
1780,2019-03-08St HelensLondon,2019-03-08,2019,Mar,St Helens,26,London,0,M. Griffiths,9090.0,26,26
1781,2019-03-08WiganHuddersfield,2019-03-08,2019,Mar,Wigan,6,Huddersfield,14,R. Hicks,10114.0,-8,20
1782,2019-03-09CatalansSalford,2019-03-09,2019,Mar,Catalans,0,Salford,46,S. Mikalauskas,8021.0,-46,46
1783,2019-03-10Wakefield TrinityHull KR,2019-03-10,2019,Mar,Wakefield Trinity,6,Hull KR,10,T. Grant,5559.0,-4,16
1784,2019-03-14HuddersfieldSt Helens,2019-03-14,2019,Mar,Huddersfield,12,St Helens,40,S. Mikalauskas,4495.0,-28,52
1785,2019-03-15Hull FCWakefield,2019-03-15,2019,Mar,Hull FC,12,Wakefield,32,L. Moore,11190.0,-20,44
1786,2019-03-15WarringtonWigan,2019-03-15,2019,Mar,Warrington,25,Wigan,12,B. Thaler,13106.0,13,37
1787,2019-03-15LeedsLondon,2019-03-15,2019,Mar,Leeds,16,London,18,C. Kendall,11229.0,-2,34
1788,2019-03-17CastlefordSalford,2019-03-17,2019,Mar,Castleford,24,Salford,20,R. Hicks,7750.0,4,44
1789,2019-03-17Hull KRCatalans,2019-03-17,2019,Mar,Hull KR,16,Catalans,18,J. Child,7203.0,-2,34
1790,2019-03-21Wakefield TrinityWarrington,2019-03-21,2019,Mar,Wakefield Trinity,32,Warrington,34,B. Thaler,4753.0,-2,66
1791,2019-03-22CastlefordSt Helens,2019-03-22,2019,Mar,Castleford,12,St Helens,42,J. Child,8042.0,-30,54
1792,2019-03-22HuddersfieldHull KR,2019-03-22,2019,Mar,Huddersfield,42,Hull KR,8,G. Dolan,5289.0,34,50
1793,2019-03-23CatalansLeeds,2019-03-23,2019,Mar,Catalans,26,Leeds,22,R. Hicks,8220.0,4,48
1794,2019-03-24SalfordWigan,2019-03-24,2019,Mar,Salford,22,Wigan,30,C. Kendall,4770.0,-8,52
1795,2019-03-24LondonHull FC,2019-03-24,2019,Mar,London,24,Hull FC,28,S. Mikalauskas,2257.0,-4,52
1796,2019-03-28LeedsCastleford,2019-03-28,2019,Mar,Leeds,21,Castleford,20,B. Thaler,12295.0,1,41
1797,2019-03-29St HelensHull KR,2019-03-29,2019,Mar,St Helens,36,Hull KR,24,T. Grant,10003.0,12,60
1798,2019-03-29Hull FCWarrington,2019-03-29,2019,Mar,Hull FC,12,Warrington,63,R. Hicks,10810.0,-51,75
1799,2019-03-31LondonHuddersfield,2019-03-31,2019,Mar,London,26,Huddersfield,38,C. Kendall,1419.0,-12,64
1800,2019-03-31WiganCatalans,2019-03-31,2019,Mar,Wigan,42,Catalans,0,J. Child,11109.0,42,42
1801,2019-03-31Wakefield TrinitySalford,2019-03-31,2019,Mar,Wakefield Trinity,33,Salford,22,S. Mikalauskas,4356.0,11,55
1802,2019-04-04Hull KRLeeds,2019-04-04,2019,Apr,Hull KR,45,Leeds,26,J. Child,8292.0,19,71
1803,2019-04-05Wakefield TrinityHuddersfield,2019-04-05,2019,Apr,Wakefield Trinity,17,Huddersfield,16,S. Mikalauskas,4730.0,1,33
1804,2019-04-05CastlefordWigan,2019-04-05,2019,Apr,Castleford,38,Wigan,28,C. Kendall,6839.0,10,66
1805,2019-04-05WarringtonLondon,2019-04-05,2019,Apr,Warrington,48,London,12,J. Smith,11718.0,36,60
1806,2019-04-06CatalansSt Helens,2019-04-06,2019,Apr,Catalans,18,St Helens,10,R. Hicks,8783.0,8,28
1807,2019-04-07SalfordHull FC,2019-04-07,2019,Apr,Salford,16,Hull FC,23,G. Hewer,3609.0,-7,39
1808,2019-04-11HuddersfieldCastleford,2019-04-11,2019,Apr,Huddersfield,20,Castleford,18,B. Thaler,4684.0,2,38
1809,2019-04-12St HelensWarrington,2019-04-12,2019,Apr,St Helens,38,Warrington,12,J. Child,17078.0,26,50
1810,2019-04-12Wakefield TrinityWigan,2019-04-12,2019,Apr,Wakefield Trinity,30,Wigan,20,R. Hicks,5694.0,10,50
1811,2019-04-13CatalansHull FC,2019-04-13,2019,Apr,Catalans,30,Hull FC,31,C. Kendall,8220.0,-1,61
1812,2019-04-18CastlefordWakefield,2019-04-18,2019,Apr,Castleford,28,Wakefield,26,C. Kendall,9316.0,2,54
1813,2019-04-18LondonCatalans,2019-04-18,2019,Apr,London,6,Catalans,39,T. Grant,2153.0,-33,45
1814,2019-04-19WarringtonSalford,2019-04-19,2019,Apr,Warrington,12,Salford,36,G. Hewer,11867.0,-24,48
1815,2019-04-19LeedsHuddersfield,2019-04-19,2019,Apr,Leeds,38,Huddersfield,18,R. Hicks,13743.0,20,56
1816,2019-04-19WiganSt Helens,2019-04-19,2019,Apr,Wigan,10,St Helens,36,J. Child,22050.0,-26,46
1817,2019-04-19Hull FCHull KR,2019-04-19,2019,Apr,Hull FC,56,Hull KR,12,B. Thaler,20044.0,44,68
1818,2019-04-22HuddersfieldLondon,2019-04-22,2019,Apr,Huddersfield,24,London,19,M. Griffiths,4464.0,5,43
1819,2019-04-22Hull KRWarrington,2019-04-22,2019,Apr,Hull KR,6,Warrington,54,J. Smith,7111.0,-48,60
1820,2019-04-22CatalansCastleford,2019-04-22,2019,Apr,Catalans,37,Castleford,16,J. Child,10120.0,21,53
1821,2019-04-22SalfordWigan,2019-04-22,2019,Apr,Salford,26,Wigan,30,B. Thaler,4017.0,-4,56
1822,2019-04-22St HelensHull FC,2019-04-22,2019,Apr,St Helens,62,Hull FC,16,R. Hicks,11268.0,46,78
1823,2019-04-22Wakefield TrinityLeeds,2019-04-22,2019,Apr,Wakefield Trinity,26,Leeds,24,C. Kendall,6785.0,2,50
1824,2019-04-27LondonSalford,2019-04-27,2019,Apr,London,10,Salford,30,S. Mikalauskas,1133.0,-20,40
1825,2019-04-27WiganCastleford,2019-04-27,2019,Apr,Wigan,6,Castleford,4,C. Kendall,10058.0,2,10
1826,2019-04-28Hull FCWakefield,2019-04-28,2019,Apr,Hull FC,30,Wakefield,14,L. Moore,10254.0,16,44
1827,2019-04-28St HelensCatalans,2019-04-28,2019,Apr,St Helens,50,Catalans,14,R. Hicks,11268.0,36,64
1828,2019-04-28LeedsHull KR,2019-04-28,2019,Apr,Leeds,28,Hull KR,24,J. Child,11694.0,4,52
1829,2019-04-28WarringtonHuddersfield,2019-04-28,2019,Apr,Warrington,50,Huddersfield,19,T. Grant,10445.0,31,69
1830,2019-05-02WiganLondon,2019-05-02,2019,May,Wigan,18,London,8,R. Hicks,9907.0,10,26
1831,2019-05-03CastlefordWarrington,2019-05-03,2019,May,Castleford,14,Warrington,26,C. Kendall,5323.0,-12,40
1832,2019-05-03SalfordLeeds,2019-05-03,2019,May,Salford,28,Leeds,16,S. Mikalauskas,3368.0,12,44
1833,2019-05-04Hull FCCatalans,2019-05-04,2019,May,Hull FC,6,Catalans,37,B. Thaler,9830.0,-31,43
1834,2019-05-05Hull KRSt Helens,2019-05-05,2019,May,Hull KR,26,St Helens,42,L. Moore,8123.0,-16,68
1835,2019-05-05HuddersfieldWakefield,2019-05-05,2019,May,Huddersfield,25,Wakefield,26,J. Child,5011.0,-1,51
1836,2019-05-16LeedsCastleford,2019-05-16,2019,May,Leeds,8,Castleford,30,C. Kendall,13286.0,-22,38
1837,2019-05-17St HelensSalford,2019-05-17,2019,May,St Helens,32,Salford,30,S. Mikalauskas,9446.0,2,62
1838,2019-05-17HuddersfieldHull KR,2019-05-17,2019,May,Huddersfield,30,Hull KR,22,R. Hicks,4621.0,8,52
1839,2019-05-18WarringtonHull FC,2019-05-18,2019,May,Warrington,12,Hull FC,19,J. Child,10600.0,-7,31
1840,2019-05-18CatalansWigan,2019-05-18,2019,May,Catalans,33,Wigan,16,B. Thaler,31555.0,17,49
1841,2019-05-18LondonWakefield,2019-05-18,2019,May,London,42,Wakefield,34,L. Moore,1205.0,8,76
1842,2019-05-25Wakefield TrinityCatalans,2019-05-25,2019,May,Wakefield Trinity,18,Catalans,25,S. Mikalauskas,30057.0,-7,43
1843,2019-05-25Hull FCHuddersfield,2019-05-25,2019,May,Hull FC,2,Huddersfield,55,L. Moore,30057.0,-53,57
1844,2019-05-25WiganWarrington,2019-05-25,2019,May,Wigan,14,Warrington,26,C. Kendall,30057.0,-12,40
1845,2019-05-26SalfordHull KR,2019-05-26,2019,May,Salford,20,Hull KR,22,B. Thaler,26812.0,-2,42
1846,2019-05-26LeedsLondon,2019-05-26,2019,May,Leeds,24,London,22,J. Child,26812.0,2,46
1847,2019-05-26St HelensCastleford,2019-05-26,2019,May,St Helens,36,Castleford,16,R. Hicks,26812.0,20,52
1848,2019-06-07CastlefordHuddersfield,2019-06-07,2019,Jun,Castleford,27,Huddersfield,26,B. Thaler,7483.0,1,53
1849,2019-06-07Hull FCSalford,2019-06-07,2019,Jun,Hull FC,35,Salford,32,L. Moore,9914.0,3,67
1850,2019-06-07Wakefield TrinityLeeds,2019-06-07,2019,Jun,Wakefield Trinity,0,Leeds,10,R. Hicks,5498.0,-10,10
1851,2019-06-08WarringtonCatalans,2019-06-08,2019,Jun,Warrington,34,Catalans,4,C. Kendall,10015.0,30,38
1852,2019-06-09LondonSt Helens,2019-06-09,2019,Jun,London,23,St Helens,22,M. Griffiths,2801.0,1,45
1853,2019-06-09Hull KRWigan,2019-06-09,2019,Jun,Hull KR,18,Wigan,19,S. Mikalauskas,8010.0,-1,37
1854,2019-06-13CastlefordHull FC,2019-06-13,2019,Jun,Castleford,18,Hull FC,31,R. Hicks,6344.0,-13,49
1855,2019-06-14St HelensHuddersfield,2019-06-14,2019,Jun,St Helens,38,Huddersfield,2,S. Mikalauskas,9527.0,36,40
1856,2019-06-14LeedsWigan,2019-06-14,2019,Jun,Leeds,14,Wigan,23,C. Kendall,13105.0,-9,37
1857,2019-06-15Hull KRWarrington,2019-06-15,2019,Jun,Hull KR,16,Warrington,14,J. Child,7390.0,2,30
1858,2019-06-15CatalansLondon,2019-06-15,2019,Jun,Catalans,12,London,30,L. Moore,8137.0,-18,42
1859,2019-06-16SalfordWakefield,2019-06-16,2019,Jun,Salford,44,Wakefield,20,M. Griffiths,2950.0,24,64
1860,2019-06-20LondonHull KR,2019-06-20,2019,Jun,London,26,Hull KR,24,C. Kendall,1503.0,2,50
1861,2019-06-21St HelensLeeds,2019-06-21,2019,Jun,St Helens,36,Leeds,10,B. Thaler,11848.0,26,46
1862,2019-06-21HuddersfieldWigan,2019-06-21,2019,Jun,Huddersfield,22,Wigan,38,M. Griffiths,5575.0,-16,60
1863,2019-06-21SalfordCastleford,2019-06-21,2019,Jun,Salford,26,Castleford,16,S. Mikalauskas,2929.0,10,42
1864,2019-06-21WarringtonWakefield,2019-06-21,2019,Jun,Warrington,30,Wakefield,6,L. Moore,8635.0,24,36
1865,2019-06-22CatalansHull FC,2019-06-22,2019,Jun,Catalans,10,Hull FC,50,R. Hicks,10284.0,-40,60
1866,2019-06-27Hull KRHull FC,2019-06-27,2019,Jun,Hull KR,18,Hull FC,10,R. Hicks,10221.0,8,28
1867,2019-06-28Wakefield TrinityHuddersfield,2019-06-28,2019,Jun,Wakefield Trinity,36,Huddersfield,10,G. Dolan,4846.0,26,46
1868,2019-06-28WiganSalford,2019-06-28,2019,Jun,Wigan,28,Salford,12,C. Kendall,12066.0,16,40
1869,2019-06-28WarringtonSt Helens,2019-06-28,2019,Jun,Warrington,10,St Helens,21,B. Thaler,14211.0,-11,31
1870,2019-06-30CastlefordLondon,2019-06-30,2019,Jun,Castleford,42,London,10,M. Griffiths,6860.0,32,52
1871,2019-06-30LeedsCatalans,2019-06-30,2019,Jun,Leeds,31,Catalans,12,S. Mikalauskas,12638.0,19,43
1872,2019-07-04SalfordHuddersfield,2019-07-04,2019,Jul,Salford,18,Huddersfield,36,R. Hicks,2368.0,-18,54
1873,2019-07-05Hull FCSt Helens,2019-07-05,2019,Jul,Hull FC,12,St Helens,40,C. Kendall,11311.0,-28,52
1874,2019-07-05CastlefordLeeds,2019-07-05,2019,Jul,Castleford,10,Leeds,18,B. Thaler,8147.0,-8,28
1875,2019-07-05WiganHull KR,2019-07-05,2019,Jul,Wigan,52,Hull KR,10,M. Griffiths,11042.0,42,62
1876,2019-07-06LondonWarrington,2019-07-06,2019,Jul,London,6,Warrington,36,G. Dolan,2357.0,-30,42
1877,2019-07-06CatalansWakefield,2019-07-06,2019,Jul,Catalans,44,Wakefield,10,L. Moore,7237.0,34,54
1878,2019-07-11Hull FCLondon,2019-07-11,2019,Jul,Hull FC,35,London,22,L. Moore,11401.0,13,57
1879,2019-07-12HuddersfieldCatalans,2019-07-12,2019,Jul,Huddersfield,28,Catalans,32,G. Dolan,4451.0,-4,60
1880,2019-07-12St HelensWigan,2019-07-12,2019,Jul,St Helens,32,Wigan,10,B. Thaler,17088.0,22,42
1881,2019-07-12LeedsHull KR,2019-07-12,2019,Jul,Leeds,16,Hull KR,32,R. Hicks,13679.0,-16,48
1882,2019-07-12WarringtonSalford,2019-07-12,2019,Jul,Warrington,12,Salford,22,M. Griffiths,9509.0,-10,34
1883,2019-07-12Wakefield TrinityCastleford,2019-07-12,2019,Jul,Wakefield Trinity,16,Castleford,36,C. Kendall,6244.0,-20,52
1884,2019-07-18WiganWakefield,2019-07-18,2019,Jul,Wigan,46,Wakefield,16,R. Hicks,10203.0,30,62
1885,2019-07-21LeedsHull FC,2019-07-21,2019,Jul,Leeds,24,Hull FC,26,M. Griffiths,13351.0,-2,50
1886,2019-07-21SalfordCatalans,2019-07-21,2019,Jul,Salford,40,Catalans,14,C. Kendall,2758.0,26,54
1887,2019-07-21CastlefordWarrington,2019-07-21,2019,Jul,Castleford,27,Warrington,18,S. Mikalauskas,6965.0,9,45
1888,2019-07-21LondonSt Helens,2019-07-21,2019,Jul,London,32,St Helens,12,T. Grant,2087.0,20,44
1889,2019-07-21Hull KRHuddersfield,2019-07-21,2019,Jul,Hull KR,12,Huddersfield,18,B. Thaler,7743.0,-6,30
1890,2019-08-01Hull FCWigan,2019-08-01,2019,Aug,Hull FC,14,Wigan,15,B. Thaler,10153.0,-1,29
1891,2019-08-02HuddersfieldLeeds,2019-08-02,2019,Aug,Huddersfield,0,Leeds,44,R. Hicks,6809.0,-44,44
1892,2019-08-02St HelensWakefield,2019-08-02,2019,Aug,St Helens,26,Wakefield,6,M. Griffiths,9494.0,20,32
1893,2019-08-03CatalansWarrington,2019-08-03,2019,Aug,Catalans,30,Warrington,10,J. Child,9634.0,20,40
1894,2019-08-04LondonSalford,2019-08-04,2019,Aug,London,28,Salford,58,L. Moore,1445.0,-30,86
1895,2019-08-04Hull KRCastleford,2019-08-04,2019,Aug,Hull KR,27,Castleford,26,C. Kendall,8004.0,1,53
1896,2019-08-08WarringtonSt Helens,2019-08-08,2019,Aug,Warrington,12,St Helens,30,B. Thaler,10987.0,-18,42
1897,2019-08-09LeedsCatalans,2019-08-09,2019,Aug,Leeds,48,Catalans,8,R. Hicks,11336.0,40,56
1898,2019-08-09WiganHull KR,2019-08-09,2019,Aug,Wigan,36,Hull KR,18,C. Kendall,10702.0,18,54
1899,2019-08-10CastlefordLondon,2019-08-10,2019,Aug,Castleford,20,London,6,S. Mikalauskas,5497.0,14,26
1900,2019-08-11Wakefield TrinityHull FC,2019-08-11,2019,Aug,Wakefield Trinity,16,Hull FC,26,L. Moore,5600.0,-10,42
1901,2019-08-11SalfordHuddersfield,2019-08-11,2019,Aug,Salford,32,Huddersfield,12,M. Griffiths,2750.0,20,44
1902,2019-08-15LeedsSt Helens,2019-08-15,2019,Aug,Leeds,20,St Helens,36,C. Kendall,12153.0,-16,56
1903,2019-08-16WiganWarrington,2019-08-16,2019,Aug,Wigan,20,Warrington,6,B. Thaler,12555.0,14,26
1904,2019-08-17CatalansLondon,2019-08-17,2019,Aug,Catalans,4,London,17,L. Moore,7727.0,-13,21
1905,2019-08-17Hull FCSalford,2019-08-17,2019,Aug,Hull FC,22,Salford,44,S. Mikalauskas,11217.0,-22,66
1906,2019-08-18HuddersfieldCastleford,2019-08-18,2019,Aug,Huddersfield,0,Castleford,24,J. Child,4636.0,-24,24
1907,2019-08-18Hull KRWakefield,2019-08-18,2019,Aug,Hull KR,10,Wakefield,38,R. Hicks,8095.0,-28,48
1908,2019-08-29SalfordWarrington,2019-08-29,2019,Aug,Salford,22,Warrington,6,C. Kendall,4879.0,16,28
1909,2019-08-30Hull FCHuddersfield,2019-08-30,2019,Aug,Hull FC,12,Huddersfield,22,L. Moore,10114.0,-10,34
1910,2019-08-30St HelensCastleford,2019-08-30,2019,Aug,St Helens,4,Castleford,0,J. Child,10315.0,4,4
1911,2019-08-31CatalansHull KR,2019-08-31,2019,Aug,Catalans,6,Hull KR,24,B. Thaler,8315.0,-18,30
1912,2019-09-01LondonLeeds,2019-09-01,2019,Sep,London,10,Leeds,36,R. Hicks,3051.0,-26,46
1913,2019-09-01Wakefield TrinityWigan,2019-09-01,2019,Sep,Wakefield Trinity,16,Wigan,24,S. Mikalauskas,5805.0,-8,40
1914,2019-09-05CastlefordHull FC,2019-09-05,2019,Sep,Castleford,44,Hull FC,12,B. Thaler,6712.0,32,56
1915,2019-09-06WiganCatalans,2019-09-06,2019,Sep,Wigan,46,Catalans,12,R. Hicks,10804.0,34,58
1916,2019-09-06LeedsSalford,2019-09-06,2019,Sep,Leeds,12,Salford,20,L. Moore,12436.0,-8,32
1917,2019-09-06WarringtonWakefield,2019-09-06,2019,Sep,Warrington,23,Wakefield,16,C. Kendall,10158.0,7,39
1918,2019-09-06St HelensHuddersfield,2019-09-06,2019,Sep,St Helens,48,Huddersfield,6,M. Griffiths,9560.0,42,54
1919,2019-09-06Hull KRLondon,2019-09-06,2019,Sep,Hull KR,16,London,20,J. Child,8020.0,-4,36
1920,2019-09-12WiganCastleford,2019-09-12,2019,Sep,Wigan,26,Castleford,8,J. Child,11001.0,18,34
1921,2019-09-13HuddersfieldCatalans,2019-09-13,2019,Sep,Huddersfield,24,Catalans,22,B. Thaler,5242.0,2,46
1922,2019-09-13Hull FCSt Helens,2019-09-13,2019,Sep,Hull FC,6,St Helens,22,L. Moore,11004.0,-16,28
1923,2019-09-13LeedsWarrington,2019-09-13,2019,Sep,Leeds,26,Warrington,4,M. Griffiths,14085.0,22,30
1924,2019-09-13SalfordHull KR,2019-09-13,2019,Sep,Salford,17,Hull KR,16,C. Kendall,5393.0,1,33
1925,2019-09-13Wakefield TrinityLondon,2019-09-13,2019,Sep,Wakefield Trinity,19,London,10,R. Hicks,6230.0,9,29
1926,2019-09-19WarringtonCastleford,2019-09-19,2019,Sep,Warrington,12,Castleford,14,C. Kendall,5627.0,-2,26
1927,2019-09-20WiganSalford,2019-09-20,2019,Sep,Wigan,18,Salford,12,R. Hicks,9247.0,6,30
1928,2019-09-26SalfordCastleford,2019-09-26,2019,Sep,Salford,22,Castleford,0,B. Thaler,4800.0,22,22
1929,2019-09-27St HelensWigan,2019-09-27,2019,Sep,St Helens,40,Wigan,10,C. Kendall,14508.0,30,50
1930,2019-10-04WiganSalford,2019-10-04,2019,Oct,Wigan,4,Salford,28,B. Thaler,9858.0,-24,32
1931,2019-10-12St HelensSalford,2019-10-12,2019,Oct,St Helens,23,Salford,6,C. Kendall,64102.0,17,29
1932,2020-01-30WiganWarrington,2020-01-30,2020,Jan,Wigan,16,Warrington,10,C. Kendall,15040.0,6,26
1933,2020-01-31Hull KRWakefield,2020-01-31,2020,Jan,Hull KR,30,Wakefield,12,R. Hicks,8492.0,18,42
1934,2020-01-31St HelensSalford,2020-01-31,2020,Jan,St Helens,48,Salford,8,L. Moore,12008.0,40,56
1935,2020-01-31Hull KRWakefield,2020-01-31,2020,Jan,Hull KR,30,Wakefield,12,R. Hicks,8492.0,18,42
1936,2020-02-01CatalansHuddersfield,2020-02-01,2020,Feb,Catalans,12,Huddersfield,32,S. Mikalauskas,8254.0,-20,44
1937,2020-02-02Toronto WolfpackCastleford,2020-02-02,2020,Feb,Toronto Wolfpack,10,Castleford,28,J. Child,19500.0,-18,38
1938,2020-02-02LeedsHull FC,2020-02-02,2020,Feb,Leeds,4,Hull FC,30,B. Thaler,19500.0,-26,34
1939,2020-02-02Toronto WolfpackCastleford,2020-02-02,2020,Feb,Toronto Wolfpack,10,Castleford,28,J. Child,19500.0,-18,38
1940,2020-02-06WarringtonSt Helens,2020-02-06,2020,Feb,Warrington,19,St Helens,0,C. Kendall,12562.0,19,19
1941,2020-02-07Hull FCHull KR,2020-02-07,2020,Feb,Hull FC,25,Hull KR,16,R. Hicks,19599.0,9,41
1942,2020-02-07Hull FCHull KR,2020-02-07,2020,Feb,Hull FC,25,Hull KR,16,R. Hicks,19599.0,9,41
1943,2020-02-07CastlefordWigan,2020-02-07,2020,Feb,Castleford,16,Wigan,12,M. Griffiths,8848.0,4,28
1944,2020-02-08SalfordToronto Wolfpack,2020-02-08,2020,Feb,Salford,24,Toronto Wolfpack,16,J. Child,4593.0,8,40
1945,2020-02-13WiganToronto Wolfpack,2020-02-13,2020,Feb,Wigan,32,Toronto Wolfpack,10,C. Kendall,10333.0,22,42
1946,2020-02-14LeedsHull KR,2020-02-14,2020,Feb,Leeds,52,Hull KR,10,T. Grant,11057.0,42,62
1947,2020-02-14SalfordHuddersfield,2020-02-14,2020,Feb,Salford,10,Huddersfield,12,J. Child,3350.0,-2,22
1948,2020-02-14LeedsHull KR,2020-02-14,2020,Feb,Leeds,52,Hull KR,10,T. Grant,11057.0,42,62
1949,2020-02-15CatalansCastleford,2020-02-15,2020,Feb,Catalans,36,Castleford,18,G. Hewer,8886.0,18,54
1950,2020-02-15CatalansCastleford,2020-02-15,2020,Feb,Catalans,36,Castleford,18,G. Hewer,8886.0,18,54
1951,2020-02-16Wakefield TrinityWarrington,2020-02-16,2020,Feb,Wakefield Trinity,18,Warrington,8,M. Griffiths,5197.0,10,26
1952,2020-02-16Hull FCSt Helens,2020-02-16,2020,Feb,Hull FC,18,St Helens,32,L. Moore,12399.0,-14,50
1953,2020-02-21Hull KRHuddersfield,2020-02-21,2020,Feb,Hull KR,4,Huddersfield,22,L. Moore,7350.0,-18,26
1954,2020-02-21WarringtonToronto Wolfpack,2020-02-21,2020,Feb,Warrington,32,Toronto Wolfpack,22,S. Mikalauskas,11182.0,10,54
1955,2020-02-21CastlefordWakefield,2020-02-21,2020,Feb,Castleford,32,Wakefield,15,J. Child,7202.0,17,47
1956,2020-02-21CastlefordWakefield,2020-02-21,2020,Feb,Castleford,32,Wakefield,15,J. Child,7202.0,17,47
1957,2020-02-22SalfordLeeds,2020-02-22,2020,Feb,Salford,8,Leeds,22,M. Griffiths,4757.0,-14,30
1958,2020-02-23WiganHull FC,2020-02-23,2020,Feb,Wigan,26,Hull FC,12,R. Hicks,12005.0,14,38
1959,2020-02-27Hull KRCastleford,2020-02-27,2020,Feb,Hull KR,8,Castleford,28,C. Kendall,7464.0,-20,36
1960,2020-02-27Hull KRCastleford,2020-02-27,2020,Feb,Hull KR,8,Castleford,28,C. Kendall,7464.0,-20,36
1961,2020-02-28LeedsWarrington,2020-02-28,2020,Feb,Leeds,36,Warrington,0,R. Hicks,12124.0,36,36
1962,2020-02-29Toronto WolfpackSt Helens,2020-02-29,2020,Feb,Toronto Wolfpack,0,St Helens,32,M. Griffiths,4123.0,-32,32
1963,2020-03-01HuddersfieldWigan,2020-03-01,2020,Mar,Huddersfield,10,Wigan,42,J. Child,6574.0,-32,52
1964,2020-03-01Hull FCCatalans,2020-03-01,2020,Mar,Hull FC,29,Catalans,34,G. Hewer,12003.0,-5,63
1965,2020-03-01SalfordWakefield,2020-03-01,2020,Mar,Salford,12,Wakefield,22,L. Moore,3801.0,-10,34
1966,2020-03-01SalfordWakefield,2020-03-01,2020,Mar,Salford,12,Wakefield,22,L. Moore,3801.0,-10,34
1967,2020-03-05LeedsToronto Wolfpack,2020-03-05,2020,Mar,Leeds,66,Toronto Wolfpack,12,L. Moore,12143.0,54,78
1968,2020-03-06St HelensHuddersfield,2020-03-06,2020,Mar,St Helens,10,Huddersfield,12,G. Hewer,10418.0,-2,22
1969,2020-03-06WarringtonCastleford,2020-03-06,2020,Mar,Warrington,9,Castleford,8,R. Hicks,9228.0,1,17
1970,2020-03-06WarringtonCastleford,2020-03-06,2020,Mar,Warrington,9,Castleford,8,R. Hicks,9228.0,1,17
1971,2020-03-06Wakefield TrinityHull FC,2020-03-06,2020,Mar,Wakefield Trinity,26,Hull FC,27,J. Child,5528.0,-1,53
1972,2020-03-07CatalansSalford,2020-03-07,2020,Mar,Catalans,30,Salford,14,C. Kendall,7904.0,16,44
