fixture_id,fixture_url,player_id,player_name,position_id,team_id,opposition_id,tries,goals_made,goals_missed,drop_goals,tackles_made,carries,metres,kicks_in_gen_play,try_assists,forty_twentys,dummy_half_runs,tackle_busts_breaks,clean_line_breaks,offloads,tackles_missed,errors,pens_conceded,yellow_cards,red_cards,help_anytime,help_brace,help_hattrick
11238,https://www.superleague.co.uk/match-centre/report/44055,945,Jake Arthur,6,Hull FC,St Helens,0,0,0,0,20,6,45,13,1,0,0,1,0,1,2,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,379,Aidan Sezer,7,Hull FC,St Helens,0,0,1,0,13,8,38,7,1,0,0,0,0,0,3,0,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,68,Hugo Salabio,16,Hull FC,St Helens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,133,Amir Bourouh,9,Hull FC,St Helens,0,0,0,0,16,3,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,177,Harvie Hill,10,Hull FC,St Helens,0,0,0,0,39,15,113,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,276,Joe Batchelor,11,Hull FC,St Helens,0,0,0,0,41,6,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,785,Ethan O'Neill,12,Hull FC,St Helens,0,0,0,0,37,11,62,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,88,James Bell,13,Hull FC,St Helens,1,0,0,0,25,15,105,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,234,Max Wood,16,Hull FC,St Helens,0,0,0,0,16,7,64,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,279,Herman Ese'ese,8,Hull FC,St Helens,0,0,0,0,23,12,72,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,131,Cade Cust,17,Hull FC,St Helens,1,0,0,0,23,5,45,0,0,0,5,2,1,1,1,0,0,0,0,1,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,32,Yusuf Aydin,18,Hull FC,St Helens,0,0,0,0,9,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,73,Jack Welsby,1,St Helens,Hull FC,1,0,0,0,3,16,110,9,1,0,2,5,1,0,2,1,0,0,0,1,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,331,Jacob Douglas,2,St Helens,Hull FC,0,0,0,0,3,17,74,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,806,Tristan Sailor,3,St Helens,Hull FC,0,0,0,0,23,14,118,0,0,0,3,2,1,1,0,4,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,861,Jake Davies,4,St Helens,Hull FC,0,0,0,0,7,10,54,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,387,Lewis Murphy,5,St Helens,Hull FC,1,0,0,0,4,10,57,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,358,George Whitby,15,St Helens,Hull FC,0,0,0,0,15,7,21,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,343,Harry Robertson,6,St Helens,Hull FC,1,0,0,0,19,19,105,6,0,0,3,6,0,0,5,0,0,0,0,1,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,604,Jackson Hastings,7,St Helens,Hull FC,0,3,1,0,25,15,89,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,86,Alex Walmsley,8,St Helens,Hull FC,0,0,0,0,32,16,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,990,Daniel Suluka-Fifita,10,St Helens,Hull FC,0,0,0,0,26,11,77,0,0,0,0,2,0,0,7,1,2,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,912,Jacob Host,18,St Helens,Hull FC,0,0,0,0,30,9,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,141,Shane Wright,11,St Helens,Hull FC,0,0,0,0,38,11,43,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,142,Joe Shorrocks,13,St Helens,Hull FC,0,0,0,0,39,11,81,0,0,0,1,0,1,0,7,0,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,1002,Jack Campbell,14,St Helens,Hull FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,955,Tom Humphreys,9,St Helens,Hull FC,0,0,0,0,24,1,10,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,1000,Chris Matagi,18,St Helens,Hull FC,0,0,0,0,20,5,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11238,https://www.superleague.co.uk/match-centre/report/44055,999,Matthew Evans,18,St Helens,Hull FC,0,0,0,0,17,3,22,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
