competition_id,fixture_id,fixture_date,fixture_time,fixture_url,fixture_round,neutral_venue,weather_temp,weather_rainfall,weather_wind,weather_phenomena,home_team,away_team,home_odds,draw_odds,away_odds,ht_handicap_line,handicap_line,ht_total_points_line,total_points_line,home_ht_score,away_ht_score,home_ft_score,away_ft_score,home_agp_score,away_agp_score,first_scoring_play,team_scoring_first_try,team_scoring_last_try,first_tryscorer_name,last_tryscorer_name,help_home_ht_cover,help_away_ht_cover,help_home_cover,help_away_cover,help_ht_over,help_ht_under,help_over,help_under
2,10954,2025-03-22,17:00:00,https://www.superleague.co.uk/match-centre/report/43441,5,0,12.96,27.34,2.57,very heavy rain,Leeds Rhinos,Wigan Warriors,3.4,17.3,1.35,2.5,6.5,14.5,30.5,6,4,12,10,,,Home Try,Home,Home,Riley Lumb,Jack Sinfield,1,0,1,0,0,1,0,1
2,10955,2025-03-23,15:00:00,https://www.superleague.co.uk/match-centre/report/43442,5,0,10.85,0.0,4.63,mist,Hull Kingston Rovers,Leigh Leopards,1.3,20.65,3.55,-3.5,-7.5,16.5,34.5,22,0,30,0,,,Home Try,Home,Home,Oliver Gildart,Tom Davies,1,0,1,0,1,0,0,1
2,10956,2025-03-27,20:00:00,https://www.superleague.co.uk/match-centre/report/43443,6,0,13.33,0.0,6.92,overcast clouds,Castleford Tigers,Hull FC,2.8,19.25,1.45,1.5,4.5,17.5,36.5,6,18,14,24,,,Away Try,Away,Home,Herman Ese'ese,Josh Simm,0,1,0,1,1,0,1,0
2,10957,2025-03-28,20:00:00,https://www.superleague.co.uk/match-centre/report/43445,6,0,7.47,0.0,3.13,clear sky,Leigh Leopards,Wakefield Trinity,1.25,20.45,4.05,-4.5,-10.5,16.5,34.5,10,18,14,40,,,Away Try,Away,Away,Olly Russell,Olly Russell,0,1,0,1,1,0,1,0
2,10958,2025-03-28,20:00:00,https://www.superleague.co.uk/match-centre/report/43444,6,0,7.36,0.0,7.2,few clouds,Warrington Wolves,Leeds Rhinos,1.45,18.75,2.8,-2.5,-6.5,17.5,36.5,6,10,16,14,,,Home Try,Home,Home,Arron Lindop,Jake Thewlis,0,1,0,1,0,1,0,1
2,10959,2025-03-29,17:00:00,https://www.superleague.co.uk/match-centre/report/43447,6,0,13.88,0.0,14.92,few clouds,Catalans Dragons,St Helens,2.25,17.65,1.7,0.5,2.5,15.5,31.5,10,12,13,14,,,Away Try,Away,Home,Tristan Sailor,Sam Tomkins,0,1,1,0,1,0,0,1
2,10960,2025-03-30,15:00:00,https://www.superleague.co.uk/match-centre/report/43448,6,0,13.12,0.0,2.24,clear sky,Huddersfield Giants,Hull Kingston Rovers,6.4,27.35,1.1,7.5,15.5,20.5,41.5,4,16,4,50,,,Away Try,Away,Away,Oliver Gildart,Tom Davies,0,1,0,1,0,1,1,0
2,10961,2025-03-30,15:00:00,https://www.superleague.co.uk/match-centre/report/43446,6,0,13.05,0.0,8.94,clear sky,Wigan Warriors,Salford Red Devils,1.01,73.5,52.0,-27.5,-56.5,32.5,66.5,22,0,54,0,,,Home Try,Home,Home,Jake Wardle,Jake Wardle,0,1,0,1,0,1,0,1
2,10962,2025-04-10,20:00:00,https://www.superleague.co.uk/match-centre/report/43449,7,0,12.56,0.0,3.6,clear sky,Salford Red Devils,Leeds Rhinos,10.2,35.6,1.05,11.5,23.5,21.5,44.5,0,6,0,28,,,Away Try,Away,Away,James McDonnell,James McDonnell,1,0,0,1,0,1,0,1
2,10963,2025-04-11,20:00:00,https://www.superleague.co.uk/match-centre/report/43450,7,0,12.8,0.0,2.06,overcast clouds,Hull Kingston Rovers,Wigan Warriors,2.0,17.4,1.85,-0.5,0.5,15.5,32.5,12,6,12,28,,,Home Try,Home,Away,Joe Burgess,Abbas Miski,1,0,0,1,1,0,1,0
2,10964,2025-04-11,20:00:00,https://www.superleague.co.uk/match-centre/report/43451,7,0,15.33,0.0,2.57,clear sky,St Helens,Wakefield Trinity,1.25,20.7,4.05,-4.5,-9.5,17.5,35.5,20,0,26,14,,,Home Try,Home,Away,Morgan Knowles,Oliver Pratt,1,0,1,0,1,0,1,0
2,10965,2025-04-12,17:00:00,https://www.superleague.co.uk/match-centre/report/43452,7,0,18.67,0.0,3.09,few clouds,Warrington Wolves,Hull FC,1.2,23.3,4.8,-5.5,-12.5,19.5,40.5,4,26,16,28,,,Away Try,Away,Home,Tom Briscoe,Matty Ashton,0,1,0,1,1,0,1,0
2,10966,2025-04-12,20:00:00,https://www.superleague.co.uk/match-centre/report/43453,7,0,16.72,0.0,2.0,overcast clouds,Castleford Tigers,Leigh Leopards,3.75,21.0,1.3,4.5,9.5,19.5,40.5,0,12,6,20,,,Away Try,Away,Home,Edwin Ipape,Zac Cini,0,1,0,1,0,1,0,1
2,10967,2025-04-13,15:00:00,https://www.superleague.co.uk/match-centre/report/43454,7,0,12.5,0.0,1.79,overcast clouds,Huddersfield Giants,Catalans Dragons,4.75,23.3,1.2,5.5,12.5,18.5,38.5,6,14,18,38,,,Home Try,Home,Away,Jacob Gagai,Tevita Pangai Junior,0,1,0,1,1,0,1,0
2,10968,2025-04-17,20:00:00,https://www.superleague.co.uk/match-centre/report/43455,8,0,11.97,0.0,0.73,broken clouds,Wakefield Trinity,Castleford Tigers,1.2,23.8,4.55,-5.5,-11.5,19.5,39.5,0,12,13,12,,,Away Try,Away,Home,Jason Qareqare,Max Jowitt,0,1,0,1,0,1,0,1
2,10969,2025-04-18,12:00:00,https://www.superleague.co.uk/match-centre/report/43456,8,0,11.17,0.0,6.69,broken clouds,Hull FC,Hull Kingston Rovers,3.8,22.5,1.3,4.5,9.5,18.5,37.5,4,16,14,28,,,Away Try,Away,Away,Oliver Gildart,Jared Waerea-Hargreaves,0,1,0,1,1,0,1,0
2,10970,2025-04-18,15:00:00,https://www.superleague.co.uk/match-centre/report/43457,8,0,11.95,3.65,0.45,moderate rain,Wigan Warriors,St Helens,1.25,20.95,4.3,-4.5,-9.5,16.5,33.5,12,2,24,14,,,Home Pen,Home,Home,Jai Field,Abbas Miski,1,0,1,0,0,1,1,0
2,10971,2025-04-18,17:00:00,https://www.superleague.co.uk/match-centre/report/43458,8,0,12.51,0.75,4.12,light rain,Leeds Rhinos,Huddersfield Giants,1.05,37.05,10.7,-10.5,-21.5,20.5,42.5,6,0,28,6,,,Home Try,Home,Away,Lachlan Miller,Thomas Burgess,0,1,1,0,0,1,0,1
2,10972,2025-04-19,13:00:00,https://www.superleague.co.uk/match-centre/report/43459,8,0,13.49,0.0,0.89,overcast clouds,Leigh Leopards,Warrington Wolves,1.85,18.3,2.0,-0.5,-1.5,17.5,36.5,6,2,18,14,,,Away Pen,Home,Away,Edwin Ipape,Matty Ashton,1,0,1,0,0,1,0,1
2,10973,2025-04-19,18:00:00,https://www.superleague.co.uk/match-centre/report/43460,8,0,13.88,0.0,2.8,few clouds,Catalans Dragons,Salford Red Devils,1.05,35.15,12.15,-11.5,-23.5,20.5,42.5,16,0,38,10,,,Home Try,Home,Home,Tommy Makinson,Tommy Makinson,1,0,1,0,0,1,1,0
2,10974,2025-04-24,20:00:00,https://www.superleague.co.uk/match-centre/report/43461,9,0,13.4,0.0,3.09,clear sky,Warrington Wolves,St Helens,1.8,18.0,2.1,-0.5,-1.5,16.5,33.5,16,14,32,18,,,Home Try,Home,Away,Toby King,Jonathan Bennison,1,0,1,0,1,0,1,0
2,10975,2025-04-25,20:00:00,https://www.superleague.co.uk/match-centre/report/43463,9,0,11.62,0.0,3.6,few clouds,Leeds Rhinos,Hull Kingston Rovers,2.45,19.05,1.55,1.5,3.5,17.5,35.5,6,6,14,20,,,Away Try,Away,Away,Jack Broadbent,Mikey Lewis,1,0,0,1,0,1,0,1
